Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE,Distancia_Santiago_km,Tiempo_Santiago_min
36019475,IES de Rodeira,Avenida Ourense s/n,Cangas,Pontevedra,36940,986303933,IES,42.2628898620606,-8.77133846282959,Pública,Non,Si,94.8,64
36019529,IES Ribeira do Louro,"Rúa Ribeira, s/n (Torneiros)",O Porriño,Pontevedra,36410,986333956,IES,42.1526412963867,-8.63242435455322,Pública,Non,Si,102.1,70
36019566,IES de Chapela,Camiño do Penisal 29,Redondela,Pontevedra,36320,886110610,IES,42.2663459777832,-8.66773986816406,Pública,Non,Si,85.3,59
36019657,IES Primeiro de Marzo,Rúa Virxe da Rocha,Baiona,Pontevedra,36300,886110127,IES,42.118278503418,-8.86073112487793,Pública,Non,Si,119.1,82
36019669,IES Armando Cotarelo Valledor,"Rúa Armando Cotarelo Valledor, 4-6",Vilagarcía de Arousa,Pontevedra,36611,986512311,IES,42.5897026062012,-8.7840576171875,Pública,Non,Si,54.4,42
36019670,IES do Castro,Rúa José Gómez Posada Curros 1,Vigo,Pontevedra,36203,886121340,IES,-8.72623920400002,42.227752686,Pública,Non,Si,89.6,65
36019751,IES Antón Alonso Ríos,Solleiro s/n,Tomiño,Pontevedra,36740,886120522,IES,-8.73251152,41.989215851,Pública,Non,Si,123.3,88
36020131,IES de Mos,Rúa das Pozas 23,Mos,Pontevedra,36416,886120544,IES,42.1968994140625,-8.63277244567871,Pública,Non,Si,94.8,68
36020143,IES de Poio,Rúa Fontenla s/n,Poio,Pontevedra,36995,886151444,IES,42.4439582824707,-8.6894998550415,Pública,Non,Si,66.1,50
36020234,IES de Barro,Lugar Outeiro 9 D,Barro,Pontevedra,36194,886159216,IES,42.5226593017578,-8.63417530059815,Pública,Non,Si,56.5,47
36020246,IES Illa de Ons,Rúa A Pedra 51,Bueu,Pontevedra,36930,886159510,IES,42.318717956543,-8.78640174865723,Pública,Non,Si,84.9,64
36020258,IES Avelina Valladares,Rúa da Cultura s/n,A Estrada,Pontevedra,36680,886151031,IES,-8.50651836399999,42.692611694,Pública,Non,Si,26.0,32
36020261,IES Plurilingüe Terra de Turonio,Campo da Feira s/n,Gondomar,Pontevedra,36380,886110203,IES,42.1144332885742,-8.76464176177979,Pública,Non,Si,110.4,74
36020271,IES As Bizocas,Rúa Balea s/n,O Grove,Pontevedra,36988,886151420,IES,-8.912154198,42.464279175,Pública,Non,Si,83.4,59
36020283,IES da Illa de Arousa,Rúa DE BOUZAS s/n,A Illa de Arousa,Pontevedra,36625,886151059,IES,42.5565490722656,-8.86622428894043,Pública,Non,Si,62.7,53
36020295,IES Mestre Landín,Lugar A RAÑA - SAN XULIAN,Marín,Pontevedra,36915,886151315,IES,42.3840141296387,-8.69501399993897,Pública,Non,Si,72.9,52
36020301,IES de Meaño,Rúa dos colexios 14,Meaño,Pontevedra,36967,886151367,IES,42.4562530517578,-8.81369590759277,Pública,Non,Si,70.5,50
36020313,IES de Ponte Caldelas,Valdarrosa 13,Ponte Caldelas,Pontevedra,36820,886151477,IES,-8.50470161300001,42.386936188,Pública,Non,Si,ERROR,ERROR
36020325,IES Illa de San Simón,Avenida de Mendiño 28,Redondela,Pontevedra,36800,886110635,IES,42.2886390686035,-8.61096286773682,Pública,Non,Si,ERROR,ERROR
36020337,IES de Salvaterra de Miño,Lugar Chan da Ponte 12,Salvaterra de Miño,Pontevedra,36450,886110701,IES,42.0863075256348,-8.50577640533447,Pública,Non,Si,ERROR,ERROR
36020349,IES de Sanxenxo,Rúa Baltar s/n,Sanxenxo,Pontevedra,36970,886159797,IES,42.4021492004395,-8.82178497314453,Pública,Non,Si,73.1,52
36020350,IES Plurilingüe Pintor Colmeiro,Estrada de Pontevedra - As Ferreiras s/n,Silleda,Pontevedra,36540,986580904,IES,42.6888427734375,-8.2493257522583,Pública,Non,Si,41.0,33
36020362,IES Plurilingüe de Valga,Baño s/n,Valga,Pontevedra,36645,886151980,IES,42.7069282531738,-8.65611076354981,Pública,Non,Si,31.0,32
36020374,IES Valadares,Rúa Clara Campoamor s/n,Vigo,Pontevedra,36315,886111060,IES,42.1670570373535,-8.70775699615479,Pública,Non,Si,104.6,72
36020386,IES Marco do Camballón,Camballón 24,Vila de Cruces,Pontevedra,36590,886151731,IES,42.7926368713379,-8.15953922271729,Pública,Non,Si,50.7,42
36024197,IES de Cotobade,O Río Tenorio s/n,Cerdedo-Cotobade,Pontevedra,36120,886159784,IES,-8.56371974899997,42.462497711,Pública,Non,Si,72.4,56
36024203,IES Faro das Lúas,Rúa CUXHAVEN 7,Vilanova de Arousa,Pontevedra,36620,886159230,IES,42.5648727416992,-8.82551860809326,Pública,Non,Si,57.6,47
36024628,IES Pedras Rubias,Rúa A Revolta s/n,Salceda de Caselas,Pontevedra,36472,886120550,IES,42.0881576538086,-8.58238220214844,Pública,Non,Si,112.4,79
36024781,IES do Barral,Lugar Barral s/n,Ponteareas,Pontevedra,36860,886159940,IES,-8.49120712299998,42.175014496,Pública,Non,Si,111.4,78
36024987,IES de Soutomaior,Estrada de Soutomaior 46 C,Soutomaior,Pontevedra,36690,886159801,IES,42.3399276733398,-8.5945520401001,Pública,Non,Si,76.1,56
